date,price(KRW),change,interPrice(USD),currency(USD-KRW)
2021-05-21,68060.62,74.09,1876.06,1128.5
2021-05-20,68134.71,310.62,1871.47,1132.5
2021-05-18,67824.09,196.48,1869.54,1128.5
2021-05-17,67627.61,1080.69,1853.45,1135.0
2021-05-14,66546.92,453.54,1835.15,1128.0
2021-05-13,66093.38,245.73,1815.4,1132.5
2021-05-12,66339.11,343.68,1833.48,1125.5
2021-05-11,65995.43,245.7,1836.22,1118.0
2021-05-10,65749.73,160.37,1835.95,1114.0
2021-05-07,65589.36,661.33,1820.85,1120.5
2021-05-06,64928.03,340.8,1795.28,1125.0
2021-05-04,64587.23,536.74,1786.65,1124.5
2021-05-03,64050.49,732.03,1775.75,1122.0
2021-04-30,63318.46,48.69,1769.65,1113.0
2021-04-29,63367.15,35.78,1777.4,1109.0
2021-04-28,63331.37,305.86,1770.01,1113.0
2021-04-27,63637.23,73.59,1779.36,1112.5
2021-04-26,63563.64,499.46,1779.7,1111.0
2021-04-23,64063.1,298.19,1784.85,1116.5
2021-04-22,64361.29,393.21,1789.95,1118.5
2021-04-21,63968.08,712.28,1778.22,1119.0
2021-04-20,63255.8,787.57,1767.9,1113.0
2021-04-19,64043.37,775.77,1786.7,1115.0
2021-04-16,63267.6,604.83,1765.85,1114.5
2021-04-15,62662.77,157.12,1747.4,1115.5
2021-04-14,62505.65,77.92,1746.15,1113.5
2021-04-13,62427.73,425.8,1728.45,1123.5
2021-04-12,62853.53,4.62,1737.92,1125.0
2021-04-09,62848.91,282.48,1745.55,1120.0
2021-04-08,62566.43,99.3,1743.15,1116.5
2021-04-07,62467.13,12.52,1738.05,1118.0
2021-04-06,62454.61,119.84,1733.05,1121.0
2021-04-05,62574.45,135.58,1725.6,1128.0
2021-04-02,62710.03,261.21,1729.34,1128.0
2021-04-01,62448.82,1239.52,1716.05,1132.0
2021-03-31,61209.3,720.9,1686.46,1129.0
2021-03-30,61930.2,931.1,1698.05,1134.5
2021-03-29,62861.3,91.14,1725.1,1133.5
2021-03-26,62770.16,375.16,1728.7,1129.5
2021-03-25,63145.32,193.07,1732.13,1134.0
2021-03-24,62952.25,164.04,1730.65,1131.5
2021-03-23,63116.29,375.46,1739.0,1129.0
2021-03-22,62740.83,599.51,1730.19,1128.0
2021-03-19,63340.34,510.2,1743.63,1130.0
2021-03-18,62830.14,136.56,1736.5,1125.5
2021-03-17,62966.7,89.78,1734.88,1129.0
2021-03-16,63056.48,99.98,1732.75,1132.0
2021-03-15,62956.5,608.34,1726.95,1134.0
2021-03-12,62348.16,888.99,1706.5,1136.5
2021-03-11,63237.15,301.0,1739.25,1131.0
2021-03-10,62936.15,664.9,1715.05,1141.5
2021-03-09,62271.25,366.74,1702.15,1138.0
2021-03-08,61904.51,431.7,1695.85,1135.5
2021-03-05,61472.81,489.95,1693.72,1129.0
2021-03-04,61962.76,349.91,1714.05,1124.5
2021-03-03,62312.67,57.09,1726.8,1122.5
2021-03-02,62255.58,1575.4,1722.15,1124.5
2021-02-26,63830.98,1.4,1768.09,1123.0
2021-02-25,63832.38,485.36,1790.45,1109.0
2021-02-24,64317.74,353.55,1805.69,1108.0
2021-02-23,64671.29,348.39,1809.9,1111.5
2021-02-22,64322.9,1355.09,1794.5,1115.0
2021-02-19,62967.81,651.59,1775.0,1103.5
2021-02-18,63619.4,51.39,1787.7,1107.0
2021-02-17,63568.01,1028.81,1787.87,1106.0
2021-02-16,64596.82,140.81,1823.4,1102.0
2021-02-15,64456.01,1091.04,1818.6,1102.5
2021-02-10,65547.05,546.37,1845.2,1105.0
2021-02-09,66093.42,899.65,1844.72,1114.5
2021-02-08,65193.77,94.31,1809.06,1121.0
2021-02-05,65288.08,181.89,1808.45,1123.0
2021-02-04,65469.97,337.0,1821.6,1118.0
2021-02-03,65806.97,543.25,1835.9,1115.0
2021-02-02,66350.22,708.39,1849.4,1116.0
2021-02-01,67058.61,739.45,1863.3,1119.5
2021-01-29,66319.16,170.03,1846.05,1117.5
2021-01-28,66149.13,525.72,1838.03,1119.5
2021-01-27,65623.41,310.12,1847.35,1105.0
2021-01-26,65933.53,274.91,1854.4,1106.0
2021-01-25,65658.62,488.78,1852.53,1102.5
2021-01-22,66147.4,35.97,1862.1,1105.0
2021-01-21,66183.37,482.75,1871.58,1100.0
2021-01-20,65700.62,267.86,1855.4,1101.5
2021-01-19,65432.76,151.42,1843.65,1104.0
2021-01-18,65281.34,200.45,1834.4,1107.0
2021-01-15,65481.79,476.31,1851.74,1100.0
2021-01-14,65005.48,488.49,1843.3,1097.0
2021-01-13,65493.97,69.95,1857.15,1097.0
2021-01-12,65563.92,347.16,1855.75,1099.0
2021-01-11,65216.76,1140.69,1849.29,1097.0
2021-01-08,66357.45,786.35,1890.25,1092.0
2021-01-07,67143.8,1132.3,1918.8,1088.5
2021-01-06,68276.1,263.3,1953.85,1087.0
2021-01-05,68012.8,726.37,1941.85,1089.5
2021-01-04,67286.43,1115.74,1931.75,1083.5
2020-12-31,66170.69,504.5,1893.6,1087.0
2020-12-30,65666.19,423.44,1878.3,1087.5
2020-12-29,66089.63,302.57,1878.32,1094.5
2020-12-28,66392.2,250.73,1883.48,1096.5
2020-12-24,66642.93,130.61,1879.45,1103.0
2020-12-23,66512.32,129.72,1868.99,1107.0
2020-12-22,66642.04,695.12,1871.79,1107.5
2020-12-21,67337.16,887.8,1897.31,1104.0
2020-12-18,66449.36,361.83,1881.67,1098.5
2020-12-17,66087.53,822.09,1879.98,1093.5
2020-12-16,65265.44,344.73,1861.7,1090.5
2020-12-15,64920.71,840.72,1845.1,1094.5
2020-12-14,64079.99,243.07,1827.05,1091.0
2020-12-11,64323.06,147.96,1832.3,1092.0
2020-12-10,64175.1,900.95,1833.12,1089.0
2020-12-09,65076.05,22.92,1864.85,1085.5
2020-12-08,65053.13,1237.05,1865.05,1085.0
2020-12-07,63816.08,335.47,1827.9,1086.0
2020-12-04,64151.55,593.23,1840.9,1084.0
2020-12-03,64744.78,79.63,1840.94,1094.0
2020-12-02,64665.15,734.96,1824.5,1102.5
2020-12-01,63930.19,584.73,1794.0,1108.5
2020-11-30,63345.46,937.03,1778.39,1108.0
2020-11-27,64282.49,318.08,1809.6,1105.0
2020-11-26,64600.57,134.55,1816.09,1106.5
2020-11-25,64466.02,612.28,1810.67,1107.5
2020-11-24,65078.3,1793.49,1823.75,1110.0
2020-11-23,66871.79,186.41,1870.64,1112.0
2020-11-20,67058.2,312.94,1867.46,1117.0
2020-11-19,66745.26,66.59,1856.25,1118.5
2020-11-18,66811.85,419.46,1883.36,1103.5
2020-11-17,67231.31,149.68,1890.9,1106.0
2020-11-16,67380.99,144.85,1893.4,1107.0
2020-11-13,67236.14,289.42,1878.3,1113.5
2020-11-12,66946.72,289.61,1867.7,1115.0
2020-11-11,67236.33,399.68,1879.15,1113.0
2020-11-10,67636.01,2600.56,1886.93,1115.0
2020-11-09,70236.57,98.85,1958.6,1115.5
2020-11-06,70137.72,619.0,1946.25,1121.0
2020-11-05,69518.72,143.9,1917.95,1127.5
2020-11-04,69662.62,602.66,1894.2,1144.0
2020-11-03,69059.96,292.49,1895.21,1133.5
2020-11-02,68767.47,584.59,1883.86,1135.5
2020-10-30,68182.88,260.91,1869.49,1134.5
2020-10-29,68443.79,954.41,1878.3,1133.5
2020-10-28,69398.2,487.77,1904.49,1133.5
2020-10-27,68910.43,71.44,1901.17,1127.5
2020-10-26,68981.87,369.78,1898.93,1130.0
2020-10-23,69351.65,591.14,1910.8,1129.0
2020-10-22,69942.79,116.13,1916.9,1135.0
2020-10-21,69826.66,127.09,1916.25,1133.5
2020-10-20,69699.57,378.68,1902.69,1139.5
2020-10-19,70078.25,287.41,1911.35,1140.5
2020-10-16,70365.66,413.43,1909.98,1146.0
2020-10-15,69952.23,44.71,1895.45,1148.0
2020-10-14,69907.52,928.69,1899.2,1145.0
2020-10-13,70836.21,304.04,1922.75,1146.0
2020-10-12,71140.25,1011.2,1923.45,1150.5
2020-10-08,70129.05,237.51,1892.82,1152.5
2020-10-07,70366.56,952.47,1890.21,1158.0
2020-10-06,71319.03,485.03,1909.2,1162.0
2020-10-05,70834.0,101.2,1897.85,1161.0
2020-09-29,70732.8,822.48,1882.17,1169.0
2020-09-28,69910.32,621.93,1853.15,1173.5
2020-09-25,70532.25,572.53,1872.03,1172.0
2020-09-24,69959.72,386.18,1853.67,1174.0
2020-09-23,70345.9,761.2,1882.34,1162.5
2020-09-22,71107.1,1380.36,1901.89,1163.0
2020-09-21,72487.46,511.69,1938.81,1163.0
2020-09-18,72999.15,318.51,1955.86,1161.0
2020-09-17,73317.66,857.42,1944.3,1173.0
2020-09-16,74175.08,286.76,1965.36,1174.0
2020-09-15,74461.84,455.96,1963.76,1179.5
2020-09-14,74005.88,226.25,1945.96,1183.0
2020-09-11,74232.13,85.42,1945.33,1187.0
2020-09-10,74317.55,514.83,1946.75,1187.5
2020-09-09,73802.72,248.68,1932.45,1188.0
2020-09-08,73554.04,196.76,1924.32,1189.0
2020-09-07,73750.8,391.91,1931.09,1188.0
2020-09-04,74142.71,129.6,1939.72,1189.0
2020-09-03,74013.11,979.06,1936.33,1189.0
2020-09-02,74992.17,733.15,1965.25,1187.0
2020-09-01,75725.32,920.66,1988.65,1184.5
2020-08-31,74804.66,368.95,1959.51,1187.5
2020-08-28,74435.71,493.25,1955.61,1184.0
2020-08-27,73942.46,563.25,1942.65,1184.0
2020-08-26,73379.21,137.04,1923.79,1186.5
2020-08-25,73516.25,915.04,1926.57,1187.0
2020-08-24,74431.29,478.11,1948.91,1188.0
2020-08-21,73953.18,63.13,1934.76,1189.0
2020-08-20,73890.05,1785.72,1935.55,1187.5
2020-08-19,75675.77,797.8,1996.62,1179.0
2020-08-18,76473.57,2170.91,2008.3,1184.5
2020-08-14,74302.66,658.22,1948.82,1186.0
2020-08-13,73644.44,330.15,1934.82,1184.0
2020-08-12,73314.29,2432.33,1924.52,1185.0
2020-08-11,75746.62,1870.04,1988.37,1185.0
2020-08-10,77616.66,922.24,2033.17,1187.5
2020-08-07,78538.9,529.68,2060.8,1185.5
2020-08-06,78009.22,261.22,2046.9,1185.5
2020-08-05,77748.0,1874.43,2036.61,1187.5
2020-08-04,75873.57,111.81,1976.69,1194.0
2020-08-03,75761.76,132.86,1972.95,1194.5
2020-07-31,75628.9,518.31,1976.94,1190.0
2020-07-30,75110.59,0.14,1953.54,1196.0
2020-07-29,75110.45,767.6,1959.27,1192.5
2020-07-28,74342.85,10.71,1927.93,1199.5
2020-07-27,74332.14,1038.16,1931.68,1197.0
2020-07-24,73293.98,842.55,1895.2,1203.0
2020-07-23,72451.43,1281.36,1883.59,1196.5
2020-07-22,71170.07,1040.1,1847.96,1198.0
2020-07-21,70129.97,25.25,1824.0,1196.0
2020-07-20,70104.72,310.81,1811.98,1203.5
2020-07-17,69793.91,172.72,1802.45,1204.5
2020-07-16,69966.63,38.17,1806.91,1204.5
2020-07-15,70004.8,177.78,1812.41,1201.5
2020-07-14,69827.02,106.62,1801.81,1205.5
2020-07-13,69933.64,198.46,1808.31,1203.0
2020-07-10,69735.18,13.03,1805.43,1201.5
2020-07-09,69748.21,564.04,1815.59,1195.0
2020-07-08,69184.17,741.03,1799.4,1196.0
2020-07-07,68443.14,173.87,1778.64,1197.0
2020-07-06,68269.27,198.43,1777.09,1195.0
2020-07-03,68467.7,189.63,1776.31,1199.0
2020-07-02,68278.07,663.21,1772.13,1198.5
2020-07-01,68941.28,381.5,1782.65,1203.0
2020-06-30,68559.78,194.07,1772.05,1203.5
2020-06-29,68365.71,334.15,1771.45,1200.5
2020-06-26,68031.56,228.86,1764.26,1199.5
2020-06-25,68260.42,336.88,1763.58,1204.0
2020-06-24,68597.3,323.5,1775.23,1202.0
2020-06-23,68273.8,33.36,1756.63,1209.0
2020-06-22,68240.44,1052.57,1749.26,1213.5
2020-06-19,67187.87,184.62,1730.12,1208.0
2020-06-18,67372.49,264.48,1733.44,1209.0
2020-06-17,67108.01,320.64,1720.94,1213.0
2020-06-16,67428.65,209.99,1730.59,1212.0
2020-06-15,67218.66,115.56,1720.94,1215.0
2020-06-12,67103.1,542.45,1735.12,1203.0
2020-06-11,66560.65,792.96,1733.34,1194.5
2020-06-10,65767.69,56.33,1719.89,1189.5
2020-06-09,65824.02,432.81,1705.59,1200.5
2020-06-08,65391.21,1129.3,1693.67,1201.0
2020-06-05,66520.51,301.05,1711.52,1209.0
2020-06-04,66821.56,395.48,1705.16,1219.0
2020-06-03,67217.04,1084.94,1716.66,1218.0
2020-06-02,68301.98,203.76,1738.66,1222.0
2020-06-01,68505.74,151.38,1736.74,1227.0
2020-05-29,68657.12,104.46,1725.81,1237.5
2020-05-28,68552.66,784.51,1719.71,1240.0
2020-05-27,67768.15,614.03,1705.53,1236.0
2020-05-26,68382.18,615.42,1725.87,1232.5
2020-05-25,68997.6,294.12,1728.78,1241.5
2020-05-22,69291.72,706.67,1737.55,1240.5
2020-05-21,68585.05,627.19,1734.51,1230.0
2020-05-20,69212.24,769.07,1748.95,1231.0
2020-05-19,68443.17,1458.42,1736.57,1226.0
2020-05-18,69901.59,1225.79,1761.36,1234.5
2020-05-15,68675.8,886.74,1736.1,1230.5
2020-05-14,67789.06,752.04,1717.87,1227.5
2020-05-13,67037.02,130.55,1702.28,1225.0
2020-05-12,67167.57,173.59,1704.9,1225.5
2020-05-11,66993.98,507.17,1703.97,1223.0
2020-05-08,67501.15,859.07,1719.68,1221.0
2020-05-07,66642.08,377.55,1692.25,1225.0
2020-05-06,67019.63,166.08,1703.23,1224.0
2020-05-04,67185.71,198.0,1705.36,1225.5
2020-04-29,66987.71,69.92,1709.4,1219.0
2020-04-28,66917.79,1012.49,1702.03,1223.0
2020-04-27,67930.28,760.54,1722.15,1227.0
2020-04-24,68690.82,416.9,1730.15,1235.0
2020-04-23,68273.92,1043.73,1725.94,1230.5
2020-04-22,67230.19,218.61,1696.11,1233.0
2020-04-21,67011.58,1158.42,1693.34,1231.0
2020-04-20,65853.16,511.31,1679.07,1220.0
2020-04-17,66364.47,1553.72,1696.28,1217.0
2020-04-16,67918.19,754.13,1723.25,1226.0
2020-04-14,67164.06,1131.97,1718.13,1216.0
2020-04-13,66032.09,107.05,1687.09,1217.5
2020-04-10,65925.04,861.46,1692.0,1212.0
2020-04-09,65063.58,263.13,1658.94,1220.0
2020-04-08,64800.45,42.01,1650.2,1221.5
2020-04-07,64758.44,86.39,1656.59,1216.0
2020-04-06,64672.05,779.72,1635.55,1230.0
2020-04-03,63892.33,1261.46,1611.9,1233.0
2020-04-02,62630.87,429.57,1587.8,1227.0
2020-04-01,63060.44,250.36,1592.85,1231.5
2020-03-31,63310.8,555.2,1610.29,1223.0
2020-03-30,63866.0,284.36,1622.42,1224.5
2020-03-27,63581.64,71.37,1618.5,1222.0
2020-03-26,63653.01,185.38,1612.4,1228.0
2020-03-25,63467.63,717.07,1605.09,1230.0
2020-03-24,62750.56,2090.59,1565.95,1246.5
2020-03-23,60659.97,581.67,1491.05,1265.5
2020-03-20,60078.3,886.18,1505.3,1241.5
2020-03-19,60964.48,595.55,1480.98,1280.5
2020-03-18,60368.93,1257.76,1493.93,1257.0
2020-03-17,59111.17,1653.92,1482.86,1240.0
2020-03-16,60765.09,1386.48,1540.5,1227.0
2020-03-13,62151.57,1587.81,1585.99,1219.0
2020-03-12,63739.38,214.08,1642.68,1207.0
2020-03-11,63525.3,288.95,1658.46,1191.5
2020-03-10,63814.25,912.0,1661.82,1194.5
2020-03-09,64726.25,673.33,1675.75,1201.5
2020-03-06,64052.92,1570.43,1677.16,1188.0
2020-03-05,62482.49,185.25,1639.49,1185.5
2020-03-04,62297.24,1065.2,1636.01,1184.5
2020-03-03,61232.04,243.09,1595.91,1193.5
2020-03-02,61475.13,2235.78,1605.61,1191.0
2020-02-28,63710.91,523.27,1637.2,1210.5
2020-02-27,64234.18,95.1,1645.21,1214.5
2020-02-26,64329.28,221.6,1644.26,1217.0
2020-02-25,64550.88,1224.8,1652.64,1215.0
2020-02-24,65775.68,2592.44,1680.54,1217.5
2020-02-21,63183.24,954.94,1622.3,1211.5
2020-02-20,62228.3,761.64,1609.07,1203.0
2020-02-19,61466.66,671.47,1608.09,1189.0
2020-02-18,60795.19,642.43,1587.85,1191.0
2020-02-17,60152.76,273.35,1580.36,1184.0
2020-02-14,59879.41,70.93,1575.84,1182.0
2020-02-13,59808.48,542.26,1574.64,1181.5
2020-02-12,59266.22,398.51,1563.01,1179.5
2020-02-11,59664.73,458.29,1568.2,1183.5
2020-02-10,60123.02,174.03,1574.26,1188.0
2020-02-07,59948.99,613.07,1565.75,1191.0
2020-02-06,59335.92,31.29,1558.9,1184.0
2020-02-05,59304.63,550.24,1555.45,1186.0
2020-02-04,59854.87,595.2,1567.9,1187.5
2020-02-03,60450.07,92.49,1574.87,1194.0
2020-01-31,60542.56,95.14,1577.94,1193.5
2020-01-30,60447.42,971.0,1580.76,1189.5
2020-01-29,59476.42,424.21,1569.22,1179.0
2020-01-28,59900.63,1437.21,1580.41,1179.0
2020-01-23,58463.42,217.67,1557.02,1168.0
2020-01-22,58245.75,114.89,1554.55,1165.5
2020-01-21,58360.64,200.35,1554.28,1168.0
2020-01-20,58160.29,235.56,1560.3,1159.5
2020-01-17,57924.73,3.07,1554.65,1159.0
2020-01-16,57921.66,134.83,1553.9,1159.5
2020-01-15,57786.83,244.71,1553.63,1157.0
2020-01-14,57542.12,70.95,1545.05,1158.5
2020-01-13,57613.07,330.1,1550.3,1156.0
2020-01-10,57943.17,212.12,1551.8,1161.5
2020-01-09,57731.05,1720.37,1547.45,1160.5
2020-01-08,59451.42,814.07,1581.3,1169.5
2020-01-07,58637.35,648.77,1565.0,1165.5
2020-01-06,59286.12,1367.5,1576.23,1170.0
2020-01-03,57918.62,1326.25,1543.17,1167.5
2020-01-02,56592.37,55.56,1520.86,1157.5
2019-12-31,56647.93,381.63,1524.33,1156.0
2019-12-30,56266.3,160.99,1512.75,1157.0
2019-12-27,56427.29,234.25,1509.9,1162.5
2019-12-26,56193.04,445.91,1504.28,1162.0
2019-12-24,55747.13,197.91,1491.06,1163.0
2019-12-23,55549.22,436.69,1484.49,1164.0
2019-12-20,55112.53,191.43,1477.9,1160.0
2019-12-19,55303.96,141.32,1475.4,1166.0
2019-12-18,55445.28,31.17,1477.27,1167.5
2019-12-17,55476.45,193.34,1478.1,1167.5
2019-12-16,55669.79,210.39,1475.04,1174.0
2019-12-13,55459.4,760.77,1472.6,1171.5
2019-12-12,56220.17,96.6,1472.69,1187.5
2019-12-11,56316.77,204.56,1465.96,1195.0
2019-12-10,56112.21,38.24,1464.31,1192.0
2019-12-09,56073.97,362.49,1462.7,1192.5
2019-12-06,56436.46,28.37,1475.25,1190.0
2019-12-05,56464.83,438.58,1474.75,1191.0
2019-12-04,56903.41,1010.5,1482.47,1194.0
2019-12-03,55892.91,419.81,1463.5,1188.0
2019-12-02,55473.1,212.64,1455.57,1185.5
2019-11-29,55260.46,33.51,1456.75,1180.0
2019-11-28,55226.95,2.58,1457.1,1179.0
2019-11-27,55224.37,52.61,1459.51,1177.0
2019-11-26,55171.76,24.15,1457.5,1177.5
2019-11-25,55147.61,369.24,1458.1,1176.5
2019-11-22,55516.85,220.69,1467.24,1177.0
2019-11-21,55737.54,96.66,1473.07,1177.0
2019-11-20,55640.88,517.25,1478.05,1171.0
2019-11-19,55123.63,456.88,1468.7,1167.5
2019-11-18,54666.75,365.7,1460.28,1164.5
2019-11-15,55032.45,234.03,1466.9,1167.0
2019-11-14,55266.48,440.91,1469.99,1169.5
2019-11-13,54825.57,520.31,1460.76,1167.5
2019-11-12,54305.26,599.11,1453.12,1162.5
2019-11-11,54904.37,174.76,1464.74,1166.0
2019-11-08,54729.61,579.97,1470.8,1157.5
2019-11-07,55309.58,31.82,1487.03,1157.0
2019-11-06,55341.4,546.55,1486.6,1158.0
2019-11-05,55887.95,458.62,1504.53,1155.5
2019-11-04,56346.57,338.69,1510.34,1160.5
2019-11-01,56685.26,523.07,1512.9,1165.5
2019-10-31,56162.19,264.91,1500.87,1164.0
2019-10-30,55897.28,105.0,1490.59,1166.5
2019-10-29,56002.28,674.38,1494.03,1166.0
2019-10-28,56676.66,141.51,1506.21,1170.5
2019-10-25,56818.17,606.23,1506.11,1173.5
2019-10-24,56211.94,99.96,1490.04,1173.5
2019-10-23,56311.9,134.12,1494.6,1172.0
2019-10-22,56177.78,74.41,1488.5,1174.0
2019-10-21,56103.37,387.4,1489.7,1171.5
2019-10-18,56490.77,5.38,1487.92,1181.0
2019-10-17,56485.39,251.74,1488.41,1180.5
2019-10-16,56737.13,266.89,1483.73,1189.5
2019-10-15,57004.02,267.06,1495.11,1186.0
2019-10-14,56736.96,435.24,1489.99,1184.5
2019-10-11,57172.2,818.04,1499.52,1186.0
2019-10-10,57990.24,408.45,1508.89,1195.5
2019-10-08,57581.79,255.49,1498.89,1195.0
2019-10-07,57837.28,226.08,1501.77,1198.0
2019-10-04,58063.36,608.31,1508.9,1197.0
2019-10-02,57455.05,949.83,1481.95,1206.0
2019-10-01,56505.22,886.66,1462.91,1201.5
2019-09-30,57391.88,319.83,1488.34,1199.5
2019-09-27,57711.71,506.28,1497.26,1199.0
2019-09-26,58217.99,857.74,1507.88,1201.0
2019-09-25,59075.73,643.66,1532.01,1199.5
2019-09-24,58432.07,128.93,1521.66,1194.5
2019-09-23,58561.0,1016.85,1520.56,1198.0
2019-09-20,57544.15,60.09,1505.47,1189.0
2019-09-19,57484.06,88.89,1497.6,1194.0
2019-09-18,57572.95,242.04,1501.8,1192.5
2019-09-17,57330.91,181.12,1498.0,1190.5
2019-09-16,57149.79,185.61,1502.1,1183.5
2019-09-11,57335.4,84.71,1493.1,1194.5
2019-09-10,57250.69,619.86,1494.02,1192.0
2019-09-09,57870.55,102.71,1508.3,1193.5
2019-09-06,57973.26,1597.18,1508.45,1195.5
2019-09-05,59570.44,142.02,1542.91,1201.0
2019-09-04,59712.46,189.28,1538.9,1207.0
2019-09-03,59901.74,602.73,1532.35,1216.0
2019-09-02,59299.01,31.68,1521.31,1212.5
2019-08-30,59330.69,700.67,1525.9,1209.5
2019-08-29,60031.36,129.24,1540.1,1212.5
2019-08-28,60160.6,373.8,1540.24,1215.0
2019-08-27,59786.8,131.64,1531.3,1214.5
2019-08-26,59655.16,1391.16,1527.3,1215.0
2019-08-23,58264.0,54.66,1496.61,1211.0
2019-08-22,58209.34,211.71,1498.3,1208.5
2019-08-21,57997.63,385.1,1499.05,1203.5
2019-08-20,58382.73,14.45,1502.14,1209.0
2019-08-19,58397.18,432.11,1500.65,1210.5
2019-08-16,58829.29,255.49,1511.13,1211.0
2019-08-14,58573.8,1325.19,1500.85,1214.0
2019-08-13,59898.99,993.48,1523.51,1223.0
2019-08-12,58905.51,399.31,1502.54,1219.5
2019-08-09,58506.2,314.74,1502.83,1211.0
2019-08-08,58191.46,82.17,1496.6,1209.5
2019-08-07,58109.29,943.18,1487.11,1215.5
2019-08-06,57166.11,226.35,1462.37,1216.0
2019-08-05,56939.76,1494.19,1457.78,1215.0
2019-08-02,55445.57,1762.33,1436.67,1200.5
2019-08-01,53683.24,725.18,1405.05,1188.5
2019-07-31,54408.42,225.18,1430.65,1183.0
2019-07-30,54183.24,133.14,1426.54,1181.5
2019-07-29,54050.1,65.8,1418.83,1185.0
2019-07-26,53984.3,204.25,1417.7,1184.5
2019-07-25,54188.55,208.94,1426.68,1181.5
2019-07-24,53979.61,230.89,1425.4,1178.0
2019-07-23,53748.72,221.64,1418.1,1179.0
2019-07-22,53970.36,444.48,1425.76,1177.5
2019-07-19,54414.84,540.42,1439.95,1175.5
2019-07-18,53874.42,596.69,1422.02,1178.5
2019-07-17,53277.73,310.67,1402.7,1181.5
2019-07-16,53588.4,152.81,1414.47,1178.5
2019-07-15,53741.21,331.68,1416.7,1180.0
2019-07-12,53409.53,320.34,1409.15,1179.0
2019-07-11,53729.87,810.68,1423.64,1174.0
2019-07-10,52919.19,122.66,1393.85,1181.0
2019-07-09,52796.53,583.96,1387.68,1183.5
2019-07-08,53380.49,119.06,1406.0,1181.0
2019-07-05,53261.43,138.16,1414.24,1171.5
2019-07-04,53123.27,478.06,1412.38,1170.0
2019-07-03,53601.33,1300.13,1425.09,1170.0
2019-07-02,52301.2,396.04,1393.5,1167.5
2019-07-01,51905.16,642.94,1388.3,1163.0
2019-06-28,52548.1,348.44,1414.62,1155.5
2019-06-27,52199.66,286.14,1402.81,1157.5
2019-06-26,52485.8,713.43,1410.5,1157.5
2019-06-25,53199.23,875.46,1430.91,1156.5
2019-06-24,52323.77,307.42,1405.54,1158.0
2019-06-21,52016.35,476.07,1389.48,1164.5
2019-06-20,51540.28,783.01,1380.32,1161.5
2019-06-19,50757.27,573.05,1342.02,1176.5
2019-06-18,51330.32,416.92,1346.3,1186.0
2019-06-17,50913.4,692.96,1334.24,1187.0
2019-06-14,51606.36,746.04,1354.11,1185.5
2019-06-13,50860.32,8.92,1336.79,1183.5
2019-06-12,50869.24,647.1,1337.59,1183.0
2019-06-11,50222.14,422.64,1322.25,1181.5
2019-06-10,50644.78,273.63,1327.2,1187.0
2019-06-07,50918.41,396.96,1336.06,1185.5
2019-06-05,50521.45,132.16,1332.95,1179.0
2019-06-04,50389.29,423.11,1324.41,1183.5
2019-06-03,49966.18,360.82,1314.4,1182.5
2019-05-31,49605.36,694.17,1295.05,1191.5
2019-05-30,48911.19,427.57,1276.93,1191.5
2019-05-29,49338.76,206.7,1283.78,1195.5
2019-05-28,49132.06,118.39,1284.85,1189.5
2019-05-27,49013.67,32.26,1286.08,1185.5
2019-05-24,48981.41,83.31,1281.99,1188.5
2019-05-23,48898.1,101.16,1276.05,1192.0
2019-05-22,48796.94,238.7,1274.48,1191.0
2019-05-21,49035.64,56.41,1275.36,1196.0
2019-05-20,48979.23,482.91,1274.96,1195.0
2019-05-17,49462.14,121.71,1286.99,1195.5
2019-05-16,49583.85,110.07,1296.12,1190.0
2019-05-15,49693.92,107.03,1299.0,1190.0
2019-05-14,49586.89,580.66,1297.29,1189.0
2019-05-13,49006.23,339.75,1283.72,1187.5
2019-05-10,48666.48,176.45,1285.1,1178.0
2019-05-09,48842.93,409.86,1284.85,1182.5
2019-05-08,48433.07,278.48,1287.13,1170.5
2019-05-07,48154.59,357.46,1281.92,1168.5
2019-05-03,47797.13,182.14,1270.23,1170.5
2019-05-02,47614.99,543.02,1270.82,1165.5
2019-04-30,48158.01,317.09,1283.66,1167.0
2019-04-29,47840.92,1.85,1282.35,1160.5
2019-04-26,47842.77,20.83,1282.4,1160.5
2019-04-25,47821.94,714.37,1277.44,1164.5
2019-04-24,47107.57,330.76,1273.67,1150.5
2019-04-23,46776.81,161.9,1273.58,1142.5
2019-04-22,46938.71,341.07,1279.11,1141.5
2019-04-19,46597.64,83.01,1275.4,1136.5
2019-04-18,46680.65,167.48,1275.99,1138.0
2019-04-17,46513.17,398.86,1276.46,1133.5
2019-04-16,46912.03,54.78,1284.57,1136.0
2019-04-15,46857.25,460.33,1286.47,1133.0
2019-04-12,47317.58,508.27,1293.4,1138.0
2019-04-11,47825.85,41.15,1305.0,1140.0
2019-04-10,47784.7,47.09,1304.45,1139.5
2019-04-09,47737.61,48.53,1301.45,1141.0
2019-04-08,47786.14,597.48,1297.09,1146.0
2019-04-05,47188.66,74.0,1289.31,1138.5
2019-04-04,47262.66,102.62,1291.33,1138.5
2019-04-03,47160.04,130.76,1292.5,1135.0
2019-04-02,47029.28,33.41,1286.65,1137.0
2019-04-01,47062.69,68.02,1290.4,1134.5
2019-03-29,47130.71,742.76,1290.56,1136.0
2019-03-28,47873.47,192.17,1308.02,1138.5
2019-03-27,48065.64,36.81,1316.16,1136.0
