date,price(KRW),change,interPrice(USD),currency(USD-KRW)
2017-01-11,45769.01,91.9,1190.4,1196.0
2017-01-10,45677.11,31.38,1185.53,1198.5
2017-01-09,45708.49,498.29,1178.48,1206.5
2017-01-06,45210.2,348.16,1176.85,1195.0
2017-01-05,44862.04,163.83,1173.68,1189.0
2017-01-04,45025.87,334.76,1163.29,1204.0
2017-01-03,44691.11,88.8,1151.77,1207.0
2017-01-02,44779.91,60.54,1152.15,1209.0
2016-12-30,44840.45,239.35,1158.5,1204.0
2016-12-29,44601.1,171.45,1147.55,1209.0
2016-12-28,44429.65,24.78,1141.25,1211.0
2016-12-27,44454.43,637.08,1144.25,1208.5
2016-12-26,43817.35,14.41,1133.95,1202.0
2016-12-23,43831.76,75.79,1131.97,1204.5
2016-12-22,43755.97,186.69,1131.89,1202.5
2016-12-21,43569.28,30.17,1133.66,1195.5
2016-12-20,43539.11,26.44,1133.35,1195.0
2016-12-19,43565.55,321.72,1139.76,1189.0
2016-12-16,43243.83,50.52,1133.25,1187.0
2016-12-15,43193.31,489.04,1138.16,1180.5
2016-12-14,43682.35,195.66,1161.87,1169.5
2016-12-13,43486.69,88.26,1158.65,1167.5
2016-12-12,43398.43,508.68,1152.84,1171.0
2016-12-09,43907.11,35.56,1169.35,1168.0
2016-12-08,43871.55,103.88,1176.46,1160.0
2016-12-07,43975.43,157.45,1171.17,1168.0
2016-12-06,44132.88,271.41,1172.35,1171.0
2016-12-05,43861.47,482.01,1163.65,1172.5
2016-12-02,44343.48,397.65,1176.44,1172.5
2016-12-01,43945.83,746.65,1168.88,1169.5
2016-11-30,44692.48,59.63,1188.23,1170.0
2016-11-29,44752.11,182.91,1188.8,1171.0
2016-11-28,44935.02,87.23,1194.68,1170.0
2016-11-25,45022.25,47.65,1189.88,1177.0
2016-11-24,45069.9,725.37,1186.1,1182.0
2016-11-23,45795.27,279.57,1212.37,1175.0
2016-11-22,46074.84,271.81,1217.7,1177.0
2016-11-21,46346.65,384.01,1216.1,1185.5
2016-11-18,45962.64,485.35,1207.55,1184.0
2016-11-17,46447.99,101.76,1229.65,1175.0
2016-11-16,46346.23,277.04,1228.0,1174.0
2016-11-15,46069.19,145.73,1226.93,1168.0
2016-11-14,46214.92,921.71,1221.92,1176.5
2016-11-11,47136.63,594.96,1255.36,1168.0
2016-11-10,47731.59,299.23,1288.3,1152.5
2016-11-09,48030.82,1106.75,1299.76,1149.5
2016-11-08,46924.07,311.63,1284.9,1136.0
2016-11-07,47235.7,659.34,1284.95,1143.5
2016-11-04,47895.04,302.58,1301.75,1144.5
2016-11-03,47592.46,253.7,1294.09,1144.0
2016-11-02,47846.16,871.82,1297.02,1147.5
2016-11-01,46974.34,68.73,1279.52,1142.0
2016-10-31,46905.61,225.71,1274.3,1145.0
2016-10-28,46679.9,30.78,1267.06,1146.0
2016-10-27,46649.12,156.8,1268.44,1144.0
2016-10-26,46492.32,199.16,1274.2,1135.0
2016-10-25,46293.16,198.48,1269.3,1134.5
2016-10-24,46094.68,193.31,1266.09,1132.5
2016-10-21,46287.99,263.33,1264.7,1138.5
2016-10-20,46024.66,371.46,1269.21,1128.0
2016-10-19,45653.2,104.58,1264.01,1123.5
2016-10-18,45757.78,189.83,1262.41,1127.5
2016-10-17,45947.61,187.59,1252.65,1141.0
2016-10-14,45760.02,256.78,1256.9,1132.5
2016-10-13,46016.8,601.34,1257.29,1138.5
2016-10-12,45415.46,19.08,1255.75,1125.0
2016-10-11,45396.38,287.87,1257.46,1123.0
2016-10-10,45108.51,71.88,1263.55,1110.5
2016-10-07,45036.63,254.68,1255.32,1116.0
2016-10-06,45291.31,264.49,1265.82,1113.0
2016-10-05,45555.8,1113.6,1272.07,1114.0
2016-10-04,46669.4,359.83,1309.63,1108.5
2016-09-30,47029.23,292.65,1326.91,1102.5
2016-09-29,46736.58,33.05,1321.65,1100.0
2016-09-28,46769.63,432.45,1324.39,1098.5
2016-09-27,47202.08,392.92,1335.42,1099.5
2016-09-26,47595.0,166.08,1334.4,1109.5
2016-09-23,47428.92,87.4,1335.16,1105.0
2016-09-22,47341.52,91.2,1332.7,1105.0
2016-09-21,47432.72,10.43,1319.74,1118.0
2016-09-20,47443.15,52.37,1315.91,1121.5
2016-09-19,47390.78,511.23,1316.22,1120.0
2016-09-13,47902.01,213.32,1329.23,1121.0
2016-09-12,47688.69,364.4,1329.24,1116.0
2016-09-09,47324.29,10.28,1335.84,1102.0
2016-09-08,47314.01,54.77,1348.4,1091.5
2016-09-07,47368.78,51.51,1349.34,1092.0
2016-09-06,47317.27,181.73,1329.01,1107.5
2016-09-05,47135.54,25.16,1326.3,1105.5
2016-09-02,47160.7,14.91,1311.0,1119.0
2016-09-01,47145.79,0.42,1306.5,1122.5
2016-08-31,47146.21,369.24,1315.3,1115.0
2016-08-30,47515.45,150.27,1321.45,1118.5
2016-08-29,47665.72,127.02,1319.73,1123.5
2016-08-26,47538.7,99.67,1325.06,1116.0
2016-08-25,47638.37,626.51,1326.65,1117.0
2016-08-24,48264.88,138.11,1339.3,1121.0
2016-08-23,48126.77,176.04,1339.05,1118.0
2016-08-22,48302.81,361.5,1334.4,1126.0
2016-08-19,48664.31,564.17,1347.98,1123.0
2016-08-18,48100.14,68.85,1349.78,1108.5
2016-08-17,48031.29,567.09,1342.4,1113.0
2016-08-16,47464.2,58.37,1348.97,1094.5
2016-08-12,47522.57,63.76,1337.19,1105.5
2016-08-11,47586.33,55.32,1345.68,1100.0
2016-08-10,47641.65,145.7,1352.78,1095.5
2016-08-09,47495.95,25.87,1334.63,1107.0
2016-08-08,47470.08,1147.25,1331.5,1109.0
2016-08-05,48617.33,199.55,1362.45,1110.0
2016-08-04,48417.78,593.42,1351.38,1114.5
2016-08-03,49011.2,502.65,1364.27,1117.5
2016-08-02,48508.55,495.52,1359.4,1110.0
2016-08-01,48013.03,108.89,1349.16,1107.0
2016-07-29,48121.92,470.33,1331.77,1124.0
2016-07-28,48592.25,399.93,1341.8,1126.5
2016-07-27,48192.32,205.23,1320.21,1135.5
2016-07-26,48397.55,247.46,1323.5,1137.5
2016-07-25,48150.09,307.09,1315.0,1139.0
2016-07-22,48457.18,155.15,1324.55,1138.0
2016-07-21,48302.03,412.84,1321.47,1137.0
2016-07-20,48714.87,141.97,1326.93,1142.0
2016-07-19,48856.84,294.89,1334.3,1139.0
2016-07-18,48561.95,70.77,1328.58,1137.0
2016-07-15,48632.72,149.94,1333.45,1134.5
2016-07-14,48482.78,1009.7,1325.25,1138.0
2016-07-13,49492.48,534.6,1341.65,1147.5
2016-07-12,50027.08,124.82,1355.55,1148.0
2016-07-11,50151.9,391.74,1357.75,1149.0
2016-07-08,50543.64,215.8,1356.55,1159.0
2016-07-07,50759.44,541.67,1367.65,1154.5
2016-07-06,51301.11,1227.34,1369.2,1165.5
2016-07-05,50073.77,164.0,1345.1,1158.0
2016-07-04,49909.77,682.13,1350.02,1150.0
2016-07-01,49227.64,245.94,1334.47,1147.5
2016-06-30,48981.7,201.97,1319.18,1155.0
2016-06-29,49183.67,322.68,1320.05,1159.0
2016-06-28,49506.35,805.26,1312.85,1173.0
2016-06-27,50311.61,775.08,1325.73,1180.5
2016-06-24,49536.53,2523.78,1310.3,1176.0
2016-06-23,47012.75,61.12,1270.0,1151.5
2016-06-22,47073.87,493.55,1267.8,1155.0
2016-06-21,47567.42,521.93,1282.2,1154.0
2016-06-20,48089.35,398.03,1287.9,1161.5
2016-06-17,48487.38,874.62,1285.28,1173.5
2016-06-16,49362.0,945.82,1307.35,1174.5
2016-06-15,48416.18,133.74,1282.3,1174.5
2016-06-14,48549.92,97.77,1279.85,1180.0
2016-06-13,48452.15,940.85,1283.8,1174.0
2016-06-10,47511.3,599.91,1265.88,1167.5
2016-06-09,46911.39,304.88,1260.15,1158.0
2016-06-08,46606.51,307.66,1252.5,1157.5
2016-06-07,46298.85,71.77,1241.55,1160.0
2016-06-03,46227.08,213.2,1212.45,1186.0
2016-06-02,46440.28,213.4,1215.48,1188.5
2016-06-01,46653.68,265.06,1215.95,1193.5
2016-05-31,46388.62,238.25,1211.58,1191.0
2016-05-30,46150.37,200.5,1204.85,1191.5
2016-05-27,46350.87,325.93,1221.88,1180.0
2016-05-26,46676.8,143.38,1227.35,1183.0
2016-05-25,46533.42,1157.71,1223.58,1183.0
2016-05-24,47691.13,65.03,1243.51,1193.0
2016-05-23,47626.1,515.98,1250.2,1185.0
2016-05-20,48142.08,39.16,1256.85,1191.5
2016-05-19,48102.92,342.18,1255.3,1192.0
2016-05-18,48445.1,426.04,1271.16,1185.5
2016-05-17,48019.06,516.78,1270.7,1175.5
2016-05-16,48535.84,437.66,1281.65,1178.0
2016-05-13,48098.18,379.89,1276.05,1172.5
2016-05-12,47718.29,167.76,1270.85,1168.0
2016-05-11,47886.05,187.88,1272.05,1171.0
2016-05-10,47698.17,393.42,1265.98,1172.0
2016-05-09,48091.59,376.2,1279.15,1169.5
2016-05-04,47715.39,128.5,1282.3,1157.5
2016-05-03,47586.89,153.84,1297.34,1141.0
2016-05-02,47433.05,605.52,1294.85,1139.5
2016-04-29,46827.53,739.6,1276.08,1141.5
2016-04-28,46087.93,17.92,1258.68,1139.0
2016-04-27,46070.01,409.49,1246.7,1149.5
2016-04-26,45660.52,94.91,1235.08,1150.0
2016-04-25,45565.61,212.68,1233.05,1149.5
2016-04-22,45778.29,146.78,1245.85,1143.0
2016-04-21,45925.07,431.82,1258.1,1135.5
2016-04-20,45493.25,174.63,1248.47,1133.5
2016-04-19,45318.62,332.05,1242.58,1134.5
2016-04-18,45650.67,224.39,1235.35,1149.5
2016-04-15,45426.28,685.45,1230.35,1148.5
2016-04-14,46111.73,293.29,1241.35,1155.5
2016-04-12,46405.02,376.39,1260.7,1145.0
2016-04-11,46028.63,233.99,1247.75,1147.5
2016-04-08,45794.64,37.03,1234.95,1153.5
2016-04-07,45831.67,42.29,1235.95,1153.5
2016-04-06,45789.38,197.31,1226.83,1161.0
2016-04-05,45986.69,959.22,1233.18,1160.0
2016-04-04,45027.47,688.06,1216.9,1151.0
2016-04-01,45715.53,467.9,1233.35,1153.0
2016-03-31,45247.63,462.27,1234.65,1140.0
2016-03-30,45709.9,70.2,1239.65,1147.0
2016-03-29,45639.7,41.45,1218.1,1165.5
2016-03-28,45598.25,156.71,1215.95,1166.5
2016-03-25,45754.96,75.53,1216.48,1170.0
2016-03-24,45679.43,458.24,1216.55,1168.0
2016-03-23,46137.67,597.06,1235.1,1162.0
2016-03-22,46734.73,345.14,1252.7,1160.5
2016-03-21,46389.59,537.04,1243.45,1160.5
2016-03-18,46926.63,683.35,1254.6,1163.5
2016-03-17,47609.98,329.97,1266.88,1169.0
2016-03-16,47280.01,19.84,1231.76,1194.0
2016-03-15,47299.85,705.8,1235.38,1191.0
2016-03-14,48005.65,499.65,1256.45,1188.5
2016-03-11,48505.3,216.39,1263.15,1194.5
2016-03-10,48288.91,815.56,1249.67,1202.0
2016-03-09,49104.47,487.69,1257.18,1215.0
2016-03-08,49592.16,455.98,1275.44,1209.5
2016-03-07,49136.18,257.01,1267.38,1206.0
2016-03-04,49393.19,853.05,1271.9,1208.0
2016-03-03,48540.14,10.81,1242.22,1215.5
2016-03-02,48529.33,526.71,1229.3,1228.0
2016-02-29,49056.04,115.37,1234.1,1236.5
2016-02-26,48940.67,479.8,1230.7,1237.0
2016-02-25,49420.47,779.19,1238.76,1241.0
2016-02-24,48641.28,439.31,1225.65,1234.5
2016-02-23,48201.97,261.13,1216.55,1232.5
2016-02-22,47940.84,597.44,1208.98,1233.5
2016-02-19,48538.28,843.02,1223.55,1234.0
2016-02-18,47695.26,164.37,1206.7,1229.5
2016-02-17,47530.89,468.77,1204.5,1227.5
2016-02-16,47062.12,41.57,1203.9,1216.0
2016-02-15,47020.55,1160.16,1209.8,1209.0
2016-02-12,48180.71,1122.68,1239.65,1209.0
2016-02-11,47058.03,2550.07,1217.31,1202.5
2016-02-05,44507.96,362.46,1156.15,1197.5
2016-02-04,44145.5,53.22,1145.3,1199.0
2016-02-03,44092.28,328.78,1127.0,1217.0
2016-02-02,43763.5,386.08,1126.0,1209.0
2016-02-01,43377.42,300.24,1122.1,1202.5
2016-01-29,43077.18,366.13,1112.02,1205.0
2016-01-28,43443.31,225.66,1119.15,1207.5
2016-01-27,43217.65,73.18,1117.5,1203.0
2016-01-26,43144.47,678.84,1114.22,1204.5
2016-01-25,42465.63,230.02,1103.1,1197.5
2016-01-22,42235.61,707.0,1095.75,1199.0
2016-01-21,42942.61,102.35,1100.78,1213.5
2016-01-20,42840.26,444.09,1095.45,1216.5
2016-01-19,42396.17,4.63,1093.08,1206.5
2016-01-18,42391.54,35.86,1088.9,1211.0
2016-01-15,42355.68,265.8,1083.95,1215.5
2016-01-14,42621.48,730.35,1092.1,1214.0
2016-01-13,41891.13,847.31,1082.3,1204.0
2016-01-12,42738.44,44.56,1096.45,1212.5
2016-01-11,42693.88,284.2,1100.3,1207.0
2016-01-08,42409.68,135.0,1099.35,1200.0
2016-01-07,42274.68,480.72,1095.85,1200.0
2016-01-06,41793.96,599.31,1083.39,1200.0
2016-01-05,41194.65,174.03,1077.28,1189.5
2016-01-04,41020.62,852.22,1073.18,1189.0
2015-12-31,40168.4,170.31,1062.5,1176.0
2015-12-30,40338.71,30.65,1069.28,1173.5
2015-12-29,40308.06,65.56,1072.58,1169.0
2015-12-28,40242.5,136.54,1073.13,1166.5
2015-12-24,40379.04,116.56,1073.55,1170.0
2015-12-23,40495.6,144.2,1070.7,1176.5
2015-12-22,40639.8,9.13,1079.1,1171.5
2015-12-21,40630.67,489.55,1072.45,1178.5
2015-12-18,40141.12,362.97,1055.05,1183.5
2015-12-17,40504.09,112.06,1067.75,1180.0
2015-12-16,40392.03,22.54,1066.15,1178.5
2015-12-15,40369.49,304.42,1062.85,1181.5
2015-12-14,40673.91,57.43,1067.25,1185.5
2015-12-11,40616.48,143.94,1068.9,1182.0
2015-12-10,40760.42,142.76,1074.05,1180.5
2015-12-09,40903.18,255.88,1076.9,1181.5
2015-12-08,40647.3,68.73,1073.8,1177.5
2015-12-07,40716.03,1157.04,1083.9,1168.5
2015-12-04,39558.99,223.23,1059.9,1161.0
2015-12-03,39335.76,618.13,1050.3,1165.0
2015-12-02,39953.89,119.8,1068.18,1163.5
2015-12-01,39834.09,468.38,1070.5,1157.5
2015-11-30,39365.71,328.03,1057.0,1158.5
2015-11-27,39693.74,105.3,1067.65,1156.5
2015-11-26,39588.44,20.34,1071.3,1149.5
2015-11-25,39568.1,336.5,1075.9,1144.0
2015-11-24,39904.6,91.97,1075.18,1154.5
2015-11-23,39996.57,207.72,1072.55,1160.0
2015-11-20,40204.29,63.82,1081.85,1156.0
2015-11-19,40268.11,101.9,1076.12,1164.0
2015-11-18,40370.01,304.13,1071.48,1172.0
2015-11-17,40674.14,514.85,1079.55,1172.0
2015-11-16,41188.99,560.07,1092.75,1172.5
2015-11-13,40628.92,86.65,1083.9,1166.0
2015-11-12,40542.27,33.26,1087.65,1159.5
2015-11-11,40509.01,222.81,1090.05,1156.0
2015-11-10,40731.82,40.64,1093.68,1158.5
2015-11-09,40772.46,52.27,1094.3,1159.0
2015-11-06,40720.19,86.9,1108.68,1142.5
2015-11-05,40633.29,70.47,1110.2,1138.5
2015-11-04,40703.76,667.52,1117.03,1133.5
2015-11-03,41371.28,407.58,1135.35,1133.5
2015-11-02,41778.86,302.31,1139.0,1141.0
2015-10-30,42081.17,593.0,1148.75,1139.5
2015-10-29,42674.17,7.12,1159.85,1144.5
2015-10-28,42667.05,174.71,1172.98,1131.5
2015-10-27,42492.34,18.39,1165.6,1134.0
2015-10-26,42473.95,175.41,1165.61,1133.5
2015-10-23,42649.36,47.72,1174.05,1130.0
2015-10-22,42697.08,294.37,1167.1,1138.0
2015-10-21,42991.45,310.93,1176.18,1137.0
2015-10-20,42680.52,250.58,1173.35,1131.5
2015-10-19,42429.94,431.0,1173.2,1125.0
2015-10-16,42860.94,83.94,1176.75,1133.0
2015-10-15,42944.88,351.2,1184.28,1128.0
2015-10-14,43296.08,530.27,1174.7,1146.5
2015-10-13,42765.81,58.91,1156.28,1150.5
2015-10-12,42824.72,143.69,1164.45,1144.0
2015-10-08,42681.03,101.8,1143.55,1161.0
2015-10-07,42782.83,73.57,1148.75,1158.5
2015-10-06,42709.26,55.07,1136.96,1168.5
2015-10-05,42654.19,508.45,1135.98,1168.0
2015-10-02,42145.74,11.23,1107.74,1183.5
2015-10-01,42156.97,576.11,1113.68,1177.5
2015-09-30,42733.08,1113.11,1125.08,1181.5
2015-09-25,43846.19,250.4,1142.3,1194.0
2015-09-24,43595.79,459.81,1135.3,1194.5
2015-09-23,43135.98,8.95,1127.1,1190.5
2015-09-22,43144.93,73.74,1134.96,1182.5
2015-09-21,43071.19,680.74,1138.8,1176.5
2015-09-18,42390.45,376.82,1134.3,1162.5
2015-09-17,42013.63,164.48,1119.88,1167.0
2015-09-16,41849.15,180.88,1107.9,1175.0
2015-09-15,42030.03,70.99,1106.1,1182.0
2015-09-14,42101.02,127.7,1107.5,1182.5
2015-09-11,42228.72,73.82,1107.58,1186.0
2015-09-10,42302.54,725.28,1107.65,1188.0
2015-09-09,43027.82,164.84,1121.45,1193.5
2015-09-08,43192.66,254.98,1120.58,1199.0
2015-09-07,43447.64,328.23,1122.05,1204.5
2015-09-04,43119.41,260.62,1125.25,1192.0
2015-09-03,43380.03,49.45,1133.0,1191.0
2015-09-02,43429.48,233.46,1141.0,1184.0
2015-09-01,43196.02,75.57,1142.1,1176.5
2015-08-31,43120.45,435.03,1132.88,1184.0
2015-08-28,42685.42,47.53,1128.6,1176.5
2015-08-27,42732.95,750.82,1125.55,1181.0
2015-08-26,43483.77,231.05,1138.1,1188.5
2015-08-25,43714.82,978.6,1148.98,1183.5
2015-08-24,44693.42,456.94,1155.18,1203.5
2015-08-21,44236.48,713.18,1152.95,1193.5
2015-08-20,43523.3,797.95,1137.7,1190.0
2015-08-19,42725.35,134.98,1122.5,1184.0
2015-08-18,42590.37,63.78,1119.9,1183.0
2015-08-17,42526.59,303.55,1117.75,1183.5
2015-08-13,42223.04,281.49,1117.8,1175.0
2015-08-12,42504.53,316.61,1116.7,1184.0
2015-08-11,42187.92,1201.38,1113.08,1179.0
2015-08-10,40986.54,27.11,1095.32,1164.0
2015-08-07,40959.43,175.24,1092.25,1166.5
2015-08-06,40784.19,166.08,1085.25,1169.0
2015-08-05,40950.27,80.9,1086.88,1172.0
2015-08-04,40869.37,177.71,1091.25,1165.0
2015-08-03,41047.08,276.95,1093.65,1167.5
2015-07-31,40770.13,87.11,1082.1,1172.0
2015-07-30,40857.24,62.34,1085.8,1170.5
2015-07-29,40919.58,173.07,1097.3,1160.0
2015-07-28,41092.65,293.09,1095.8,1166.5
2015-07-27,41385.74,570.89,1102.2,1168.0
2015-07-24,40814.85,469.62,1084.21,1171.0
2015-07-23,41284.47,681.21,1105.18,1162.0
2015-07-22,40603.26,542.0,1094.48,1154.0
2015-07-21,41145.26,273.73,1108.13,1155.0
2015-07-20,41418.99,745.61,1115.5,1155.0
2015-07-17,42164.6,117.85,1144.0,1146.5
2015-07-16,42282.45,220.62,1145.7,1148.0
2015-07-15,42503.07,100.32,1155.2,1144.5
2015-07-14,42402.75,371.82,1154.49,1142.5
2015-07-13,42030.93,201.98,1154.98,1132.0
2015-07-10,42232.91,202.84,1163.1,1129.5
2015-07-09,42435.75,319.22,1164.05,1134.0
2015-07-08,42116.53,419.3,1152.75,1136.5
2015-07-07,42535.83,386.72,1167.31,1133.5
2015-07-06,42149.11,75.39,1164.4,1126.0
2015-07-03,42224.5,36.93,1169.08,1123.5
2015-07-02,42187.57,58.98,1165.98,1125.5
2015-07-01,42246.55,14.32,1172.82,1120.5
2015-06-30,42232.23,336.17,1177.15,1116.0
2015-06-29,42568.4,143.47,1178.6,1123.5
2015-06-26,42424.93,439.91,1178.3,1120.0
2015-06-25,41985.02,43.81,1175.0,1111.5
2015-06-24,41941.21,106.69,1176.95,1108.5
2015-06-23,42047.9,271.72,1183.68,1105.0
2015-06-22,42319.62,416.6,1196.2,1100.5
2015-06-19,42736.22,245.32,1199.8,1108.0
2015-06-18,42490.9,24.46,1196.15,1105.0
2015-06-17,42466.44,106.25,1179.98,1119.5
2015-06-16,42572.69,220.89,1183.46,1119.0
2015-06-15,42351.8,21.57,1178.9,1117.5
2015-06-12,42373.37,91.02,1179.5,1117.5
2015-06-11,42282.35,32.75,1183.32,1111.5
2015-06-10,42249.6,258.21,1184.0,1110.0
2015-06-09,42507.81,105.57,1180.6,1120.0
2015-06-08,42402.24,347.98,1174.0,1123.5
2015-06-05,42054.26,194.07,1175.35,1113.0
2015-06-04,42248.33,66.75,1182.9,1111.0
2015-06-03,42315.08,180.09,1189.05,1107.0
2015-06-02,42495.17,30.6,1187.14,1113.5
2015-06-01,42464.57,89.01,1187.35,1112.5
2015-05-29,42375.56,40.76,1188.6,1109.0
2015-05-28,42334.8,124.12,1190.68,1106.0
2015-05-27,42210.68,313.0,1188.8,1104.5
2015-05-26,42523.68,11.96,1195.45,1106.5
2015-05-22,42511.72,70.15,1212.65,1090.5
2015-05-21,42581.87,10.05,1211.32,1093.5
2015-05-20,42571.82,203.6,1208.27,1096.0
2015-05-19,42775.42,169.45,1220.73,1090.0
2015-05-18,42944.87,351.21,1228.95,1087.0
2015-05-15,42593.66,2.47,1218.9,1087.0
2015-05-14,42596.13,452.29,1214.5,1091.0
2015-05-13,42143.84,372.89,1193.4,1098.5
2015-05-12,41770.95,124.3,1185.0,1096.5
2015-05-11,41646.65,70.78,1185.8,1092.5
2015-05-08,41575.87,33.13,1186.5,1090.0
2015-05-07,41542.74,124.1,1182.3,1093.0
2015-05-06,41418.64,307.67,1191.3,1081.5
2015-05-04,41110.97,503.74,1183.0,1081.0
2015-04-30,41614.71,150.04,1205.3,1074.0
2015-04-29,41464.67,114.22,1207.7,1068.0
2015-04-28,41350.45,531.58,1201.0,1071.0
2015-04-27,40818.87,571.75,1182.25,1074.0
2015-04-24,41390.62,2.87,1192.7,1079.5
2015-04-23,41393.49,278.23,1188.38,1083.5
2015-04-22,41671.72,19.81,1200.8,1079.5
2015-04-21,41651.91,166.88,1195.8,1083.5
2015-04-20,41818.79,72.68,1204.48,1080.0
2015-04-17,41891.47,293.67,1204.9,1081.5
2015-04-16,42185.14,205.03,1204.99,1089.0
2015-04-15,41980.11,25.56,1190.39,1097.0
2015-04-14,41954.55,547.02,1190.75,1096.0
2015-04-13,42501.57,182.91,1198.62,1103.0
2015-04-10,42318.66,315.43,1203.28,1094.0
2015-04-09,42003.23,444.0,1196.5,1092.0
2015-04-08,42447.23,66.79,1209.7,1091.5
2015-04-07,42380.44,208.09,1208.35,1091.0
2015-04-06,42588.53,390.42,1221.0,1085.0
2015-04-03,42198.11,103.99,1200.95,1093.0
2015-04-02,42302.1,311.55,1202.26,1094.5
2015-04-01,41990.55,92.01,1182.6,1104.5
2015-03-31,42082.56,234.76,1179.85,1109.5
2015-03-30,42317.32,321.88,1189.65,1106.5
2015-03-27,42639.2,478.67,1198.7,1106.5
2015-03-26,43117.87,845.37,1213.8,1105.0
2015-03-25,42272.5,75.93,1192.7,1102.5
2015-03-24,42196.57,183.51,1191.1,1102.0
2015-03-23,42380.08,30.39,1181.8,1115.5
2015-03-20,42410.47,409.65,1171.1,1126.5
2015-03-19,42000.82,327.89,1166.0,1120.5
2015-03-18,41672.93,146.27,1147.17,1130.0
2015-03-17,41819.2,348.41,1153.75,1127.5
2015-03-16,42167.61,161.22,1159.25,1131.5
2015-03-13,42006.39,94.79,1156.35,1130.0
2015-03-12,41911.6,182.53,1159.9,1124.0
2015-03-11,42094.13,216.29,1161.85,1127.0
2015-03-10,41877.84,44.42,1158.45,1124.5
2015-03-09,41922.26,336.16,1174.3,1110.5
2015-03-06,42258.42,252.07,1196.1,1099.0
2015-03-05,42510.49,81.5,1201.05,1101.0
2015-03-04,42591.99,85.07,1203.9,1100.5
2015-03-03,42677.06,468.92,1209.6,1097.5
2015-03-02,43145.98,509.75,1218.45,1101.5
2015-02-27,42636.23,192.29,1205.15,1100.5
2015-02-26,42828.52,107.31,1215.0,1096.5
2015-02-25,42721.21,87.55,1209.2,1099.0
2015-02-24,42808.76,251.25,1198.05,1111.5
2015-02-23,42557.51,843.8,1192.63,1110.0
2015-02-17,43401.31,334.54,1221.78,1105.0
2015-02-16,43735.85,380.15,1234.55,1102.0
2015-02-13,43355.7,388.81,1226.6,1099.5
2015-02-12,43744.51,5.25,1227.0,1109.0
2015-02-11,43749.76,196.65,1237.75,1099.5
2015-02-10,43553.11,123.05,1240.65,1092.0
2015-02-09,43676.16,734.58,1240.18,1095.5
2015-02-06,44410.74,17.24,1267.4,1090.0
2015-02-05,44427.98,224.52,1266.15,1091.5
2015-02-04,44203.46,1166.2,1266.13,1086.0
2015-02-03,45369.66,140.49,1283.58,1099.5
2015-02-02,45229.17,707.9,1276.7,1102.0
2015-01-30,44521.27,580.66,1263.6,1096.0
2015-01-29,45101.93,204.6,1280.08,1096.0
2015-01-28,44897.33,435.3,1288.38,1084.0
2015-01-27,44462.03,88.89,1281.8,1079.0
2015-01-26,44550.92,572.06,1280.8,1082.0
2015-01-23,45122.98,207.89,1296.05,1083.0
2015-01-22,44915.09,362.83,1287.7,1085.0
2015-01-21,45277.92,110.78,1299.3,1084.0
2015-01-20,45167.14,923.61,1291.95,1087.5
2015-01-19,44243.53,650.29,1275.5,1079.0
2015-01-16,43593.24,919.74,1257.92,1078.0
2015-01-15,42673.5,36.61,1229.1,1080.0
2015-01-14,42710.11,566.72,1227.88,1082.0
2015-01-13,43276.83,641.66,1242.45,1083.5
2015-01-12,42635.17,146.07,1222.9,1084.5
2015-01-09,42489.1,83.83,1211.45,1091.0
2015-01-08,42572.93,465.02,1207.75,1096.5
2015-01-07,43037.95,220.23,1214.85,1102.0
2015-01-06,42817.72,176.54,1211.38,1099.5
2015-01-05,42641.18,477.14,1193.9,1111.0
2015-01-02,42164.04,228.93,1186.95,1105.0
2014-12-31,41935.11,31.63,1198.95,1088.0
2014-12-30,41903.48,277.38,1189.3,1096.0
2014-12-29,42180.86,263.74,1194.45,1098.5
2014-12-26,41917.12,75.26,1185.9,1099.5
2014-12-24,41841.86,46.08,1180.55,1102.5
2014-12-23,41887.94,335.97,1181.85,1102.5
2014-12-22,42223.91,148.75,1197.85,1096.5
2014-12-19,42372.66,117.68,1197.7,1100.5
2014-12-18,42490.34,294.45,1200.48,1101.0
2014-12-17,42195.89,385.0,1197.6,1096.0
2014-12-16,41810.89,1072.91,1197.6,1086.0
2014-12-15,42883.8,462.2,1213.25,1099.5
2014-12-12,43346.0,74.78,1222.99,1102.5
2014-12-11,43271.22,429.48,1223.1,1100.5
2014-12-10,43700.7,722.74,1231.88,1103.5
2014-12-09,42977.96,45.99,1205.5,1109.0
2014-12-08,43023.95,108.49,1195.47,1119.5
2014-12-05,43132.44,72.33,1203.32,1115.0
2014-12-04,43204.77,87.5,1204.8,1115.5
2014-12-03,43117.27,355.3,1205.6,1112.5
2014-12-02,42761.97,1191.43,1198.36,1110.0
2014-12-01,41570.54,661.09,1163.4,1111.5
2014-11-28,42231.63,45.5,1185.1,1108.5
2014-11-27,42186.13,489.6,1194.6,1098.5
2014-11-26,42675.73,206.54,1198.1,1108.0
2014-11-25,42882.27,41.73,1200.65,1111.0
2014-11-24,42840.54,241.74,1196.25,1114.0
2014-11-21,42598.8,46.6,1189.5,1114.0
2014-11-20,42552.2,108.15,1186.6,1115.5
2014-11-19,42660.35,319.15,1198.75,1107.0
2014-11-18,42341.2,504.38,1197.9,1099.5
2014-11-17,41836.82,1046.73,1187.95,1095.5
